State,Year,Data.Totals.Violent.All
South Carolina,2017,25432
South Carolina,2018,24825
South Carolina,2019,26323
South Dakota,1960,282
South Dakota,1961,245
South Dakota,1962,279
South Dakota,1963,278
South Dakota,1964,408
South Dakota,1965,415
South Dakota,1966,568
South Dakota,1967,586
South Dakota,1968,563
South Dakota,1969,510
South Dakota,1970,616
South Dakota,1971,644
South Dakota,1972,756
South Dakota,1973,869
South Dakota,1974,1234
South Dakota,1975,1402
South Dakota,1976,1277
South Dakota,1977,1303
South Dakota,1978,1128
South Dakota,1979,1096
South Dakota,1980,873
South Dakota,1981,718
South Dakota,1982,684
South Dakota,1983,840
South Dakota,1984,1041
South Dakota,1985,967
South Dakota,1986,883
South Dakota,1987,849
South Dakota,1988,813
South Dakota,1989,969
South Dakota,1990,1133
South Dakota,1991,1281
South Dakota,1992,1383
South Dakota,1993,1490
South Dakota,1994,1641
South Dakota,1995,1513
South Dakota,1996,1297
South Dakota,1997,1457
South Dakota,1998,1139
South Dakota,1999,1227
South Dakota,2000,1259
South Dakota,2001,1171
South Dakota,2002,1350
South Dakota,2003,1329
South Dakota,2004,1319
South Dakota,2005,1387
South Dakota,2006,2071
South Dakota,2007,1926
South Dakota,2008,2227
South Dakota,2009,1777
South Dakota,2010,2196
South Dakota,2011,2105
South Dakota,2012,2682
South Dakota,2013,2674
South Dakota,2014,2786
South Dakota,2015,3289
South Dakota,2016,3621
South Dakota,2017,3771
South Dakota,2018,3570
South Dakota,2019,3530
Tennessee,1960,3250
Tennessee,1961,3910
Tennessee,1962,3767
Tennessee,1963,3777
Tennessee,1964,4505
Tennessee,1965,5333
Tennessee,1966,6145
Tennessee,1967,8111
Tennessee,1968,8766
Tennessee,1969,9235
Tennessee,1970,10787
Tennessee,1971,12520
Tennessee,1972,12858
Tennessee,1973,14771
Tennessee,1974,15969
Tennessee,1975,16627
Tennessee,1976,16574
Tennessee,1977,16743
Tennessee,1978,16671
Tennessee,1979,18135
Tennessee,1980,20824
Tennessee,1981,19019
Tennessee,1982,19586
Tennessee,1983,18836
Tennessee,1984,21010
Tennessee,1985,22592
Tennessee,1986,25919
Tennessee,1987,25900
Tennessee,1988,26205
Tennessee,1989,27118
Tennessee,1990,32698
Tennessee,1991,35955
Tennessee,1992,37487
Tennessee,1993,39047
Tennessee,1994,38705
Tennessee,1995,40549
Tennessee,1996,41175
Tennessee,1997,42389
Tennessee,1998,38832
Tennessee,1999,38111
Tennessee,2000,40233
Tennessee,2001,42776
Tennessee,2002,41562
Tennessee,2003,40409
Tennessee,2004,41113
Tennessee,2005,45104
Tennessee,2006,46043
Tennessee,2007,46482
Tennessee,2008,44913
Tennessee,2009,41933
Tennessee,2010,38909
Tennessee,2011,38895
Tennessee,2012,41550
Tennessee,2013,38364
Tennessee,2014,39848
Tennessee,2015,40400
Tennessee,2016,42097
Tennessee,2017,43755
Tennessee,2018,42226
Tennessee,2019,40647
Texas,1960,15428
Texas,1961,15441
Texas,1962,15516
Texas,1963,17511
Texas,1964,19769
Texas,1965,21029
Texas,1966,24382
Texas,1967,26749
Texas,1968,29646
Texas,1969,36707
Texas,1970,40897
Texas,1971,43089
Texas,1972,41285
Texas,1973,45458
Texas,1974,47008
Texas,1975,47803
Texas,1976,44422
Texas,1977,52309
Texas,1978,56650
Texas,1979,67988
Texas,1980,77978
Texas,1981,78560
Texas,1982,88178
Texas,1983,80546
Texas,1984,80737
Texas,1985,90030
Texas,1986,109925
Texas,1987,105961
Texas,1988,109499
Texas,1989,111889
Texas,1990,129343
Texas,1991,145743
Texas,1992,142369
Texas,1993,137419
Texas,1994,129838
Texas,1995,124303
Texas,1996,123270
Texas,1997,117126
Texas,1998,111566
Texas,1999,112306
Texas,2000,113653
Texas,2001,122155
Texas,2002,126018
Texas,2003,122246
Texas,2004,121554
Texas,2005,121091
Texas,2006,121602
Texas,2007,122014
Texas,2008,123585
Texas,2009,121684
Texas,2010,113231
Texas,2011,104734
Texas,2012,106476
Texas,2013,107998
Texas,2014,109414
Texas,2015,113227
Texas,2016,121042
Texas,2017,124238
Texas,2018,117927
Texas,2019,121474
United States,1960,288460
United States,1961,289390
United States,1962,301510
United States,1963,316970
United States,1964,364220
United States,1965,387390
United States,1966,430180
United States,1967,499930
United States,1968,595010
United States,1969,661870
United States,1970,738820
United States,1971,816500
United States,1972,834900
United States,1973,875910
United States,1974,974720
United States,1975,1039710
United States,1976,1004210
United States,1977,1029580
United States,1978,1085550
United States,1979,1208030
United States,1980,1344520
United States,1981,1361820
United States,1982,1322390
United States,1983,1258087
United States,1984,1273282
United States,1985,1327767
United States,1986,1489169
United States,1987,1483999
United States,1988,1566221
United States,1989,1646037
United States,1990,1820127
United States,1991,1911767
United States,1992,1932274
United States,1993,1926017
United States,1994,1857670
United States,1995,1798792
United States,1996,1688540
United States,1997,1636096
United States,1998,1533887
United States,1999,1426044
United States,2000,1425486
United States,2001,1439480
United States,2002,1423677
United States,2003,1383676
United States,2004,1360088
United States,2005,1390745
United States,2006,1435123
United States,2007,1422970
United States,2008,1394461
United States,2009,1325896
United States,2010,1251248
United States,2011,1206031
United States,2012,1214464
United States,2013,1191988
United States,2014,1197987
United States,2015,1231566
United States,2016,1283058
United States,2017,1283220
United States,2018,1245065
United States,2019,1245410
Utah,1960,484
Utah,1961,451
Utah,1962,554
Utah,1963,598
Utah,1964,888
Utah,1965,886
Utah,1966,1148
Utah,1967,1194
Utah,1968,1201
Utah,1969,1460
Utah,1970,1459
Utah,1971,1689
Utah,1972,2063
Utah,1973,2412
Utah,1974,2517
Utah,1975,2795
Utah,1976,2709
Utah,1977,3043
Utah,1978,3552
Utah,1979,4158
Utah,1980,4425
Utah,1981,4527
Utah,1982,4440
Utah,1983,4144
Utah,1984,4035
Utah,1985,4398
Utah,1986,4441
Utah,1987,3861
Utah,1988,4110
Utah,1989,4417
Utah,1990,4892
Utah,1991,5077
Utah,1992,5267
Utah,1993,5599
Utah,1994,5810
Utah,1995,6415
Utah,1996,6638
Utah,1997,6878
Utah,1998,6599
Utah,1999,5869
Utah,2000,5711
Utah,2001,5314
Utah,2002,5488
Utah,2003,5889
Utah,2004,5647
Utah,2005,5612
Utah,2006,5771
Utah,2007,6347
Utah,2008,6165
Utah,2009,5998
Utah,2010,5925
Utah,2011,5547
Utah,2012,5876
Utah,2013,6498
Utah,2014,6346
Utah,2015,7071
Utah,2016,7407
Utah,2017,7410
Utah,2018,7368
Utah,2019,7553
Vermont,1960,37
Vermont,1961,79
Vermont,1962,57
Vermont,1963,92
Vermont,1964,89
Vermont,1965,89
Vermont,1966,80
Vermont,1967,86
Vermont,1968,157
Vermont,1969,234
Vermont,1970,329
Vermont,1971,333
Vermont,1972,445
Vermont,1973,327
Vermont,1974,353
Vermont,1975,448
Vermont,1976,563
Vermont,1977,722
Vermont,1978,810
Vermont,1979,908
Vermont,1980,914
Vermont,1981,659
Vermont,1982,655
Vermont,1983,696
Vermont,1984,769
Vermont,1985,790
Vermont,1986,807
Vermont,1987,748
Vermont,1988,791
Vermont,1989,753
Vermont,1990,716
Vermont,1991,662
Vermont,1992,624
Vermont,1993,658
Vermont,1994,562
Vermont,1995,692
Vermont,1996,714
Vermont,1997,705
Vermont,1998,628
Vermont,1999,676
Vermont,2000,691
Vermont,2001,644
Vermont,2002,658
Vermont,2003,707
Vermont,2004,713
Vermont,2005,782
Vermont,2006,905
Vermont,2007,802
Vermont,2008,854
Vermont,2009,837
Vermont,2010,820
Vermont,2011,925
Vermont,2012,893
Vermont,2013,759
Vermont,2014,622
Vermont,2015,739
Vermont,2016,989
Vermont,2017,1034
Vermont,2018,1077
Vermont,2019,1262
Virginia,1960,7286
Virginia,1961,7555
Virginia,1962,7720
Virginia,1963,8259
Virginia,1964,10561
Virginia,1965,10145
Virginia,1966,10399
Virginia,1967,10328
Virginia,1968,12821
Virginia,1969,12433
Virginia,1970,14040
Virginia,1971,15384
Virginia,1972,16483
Virginia,1973,16007
Virginia,1974,17514
Virginia,1975,18917
Virginia,1976,15485
Virginia,1977,14893
Virginia,1978,14743
Virginia,1979,15642
Virginia,1980,16355
Virginia,1981,17456
Virginia,1982,16970
Virginia,1983,16236
Virginia,1984,16660
Virginia,1985,16813
Virginia,1986,17708
Virginia,1987,17414
Virginia,1988,17940
Virginia,1989,19057
Virginia,1990,21694
Virginia,1991,23459
Virginia,1992,23907
Virginia,1993,24160
Virginia,1994,23437
Virginia,1995,23921
Virginia,1996,22782
Virginia,1997,23249
Virginia,1998,22115
Virginia,1999,21626
Virginia,2000,19943
Virginia,2001,20939
Virginia,2002,21256
Virginia,2003,20490
Virginia,2004,20608
Virginia,2005,21434
Virginia,2006,21683
Virginia,2007,21035
Virginia,2008,20031
Virginia,2009,18195
Virginia,2010,17184
Virginia,2011,16014
Virginia,2012,15564
Virginia,2013,16205
Virginia,2014,16340
Virginia,2015,16399
Virginia,2016,18302
Virginia,2017,17632
Virginia,2018,17032
Virginia,2019,17753
Washington,1960,1616
Washington,1961,1687
Washington,1962,1913
Washington,1963,2034
Washington,1964,2761
Washington,1965,3081
Washington,1966,3673
Washington,1967,4754
Washington,1968,6970
Washington,1969,8243
Washington,1970,7546
Washington,1971,8155
Washington,1972,8627
Washington,1973,9309
Washington,1974,12036
Washington,1975,13851
Washington,1976,14036
Washington,1977,13714
Washington,1978,15296
Washington,1979,17064
Washington,1980,19098
Washington,1981,18839
Washington,1982,17251
Washington,1983,15986
Washington,1984,17676
Washington,1985,18757
Washington,1986,19505
Washington,1987,19945
Washington,1988,21543
Washington,1989,22460
Washington,1990,24410
Washington,1991,26224
Washington,1992,27454
Washington,1993,27040
Washington,1994,27317
Washington,1995,26300
Washington,1996,23857
Washington,1997,24724
Washington,1998,24380
Washington,1999,21716
Washington,2000,21788
Washington,2001,21258
Washington,2002,20964
Washington,2003,21272
Washington,2004,21330
Washington,2005,21745
Washington,2006,22303
Washington,2007,21768
Washington,2008,21888
Washington,2009,22412
Washington,2010,21138
Washington,2011,20152
Washington,2012,20386
Washington,2013,20153
Washington,2014,20136
Washington,2015,20394
Washington,2016,22023
Washington,2017,22548
Washington,2018,23472
Washington,2019,22377
West Virginia,1960,1200
West Virginia,1961,1167
West Virginia,1962,1146
West Virginia,1963,1185
West Virginia,1964,1359
West Virginia,1965,1413
West Virginia,1966,1613
West Virginia,1967,1744
West Virginia,1968,1959
West Virginia,1969,1766
West Virginia,1970,2158
West Virginia,1971,2311
West Virginia,1972,2299
West Virginia,1973,2219
West Virginia,1974,2460
West Virginia,1975,2915
West Virginia,1976,2761
West Virginia,1977,2832
West Virginia,1978,3120
West Virginia,1979,3156
West Virginia,1980,3547
West Virginia,1981,3410
West Virginia,1982,3405
West Virginia,1983,3375
West Virginia,1984,3283
West Virginia,1985,3214
West Virginia,1986,3156
West Virginia,1987,2605
West Virginia,1988,2476
West Virginia,1989,2724
West Virginia,1990,3036
West Virginia,1991,3440
West Virginia,1992,3833
West Virginia,1993,3793
West Virginia,1994,3931
West Virginia,1995,3842
West Virginia,1996,3836
West Virginia,1997,3971
West Virginia,1998,4503
West Virginia,1999,6336
West Virginia,2000,5723
West Virginia,2001,5035
West Virginia,2002,4221
West Virginia,2003,4627
West Virginia,2004,5110
West Virginia,2005,4968
West Virginia,2006,5113
West Virginia,2007,5016
West Virginia,2008,5006
West Virginia,2009,5554
West Virginia,2010,5586
West Virginia,2011,5497
West Virginia,2012,5869
West Virginia,2013,5568
West Virginia,2014,5588
West Virginia,2015,6231
West Virginia,2016,6557
West Virginia,2017,6368
West Virginia,2018,5236
West Virginia,2019,5674
Wisconsin,1960,1261
Wisconsin,1961,1268
Wisconsin,1962,1174
Wisconsin,1963,1312
Wisconsin,1964,1762
Wisconsin,1965,1911
Wisconsin,1966,1984
Wisconsin,1967,2948
Wisconsin,1968,3400
Wisconsin,1969,3411
Wisconsin,1970,3792
Wisconsin,1971,3957
Wisconsin,1972,4358
Wisconsin,1973,5273
Wisconsin,1974,6411
Wisconsin,1975,6992
Wisconsin,1976,6345
Wisconsin,1977,6117
Wisconsin,1978,6184
Wisconsin,1979,7839
Wisconsin,1980,8546
Wisconsin,1981,8904
Wisconsin,1982,9077
Wisconsin,1983,9070
Wisconsin,1984,9367
Wisconsin,1985,9880
Wisconsin,1986,12339
Wisconsin,1987,12014
Wisconsin,1988,10414
Wisconsin,1989,10834
Wisconsin,1990,12948
Wisconsin,1991,13723
Wisconsin,1992,13806
Wisconsin,1993,13321
Wisconsin,1994,13748
Wisconsin,1995,14399
Wisconsin,1996,13039
Wisconsin,1997,13988
Wisconsin,1998,13009
Wisconsin,1999,12908
Wisconsin,2000,12700
Wisconsin,2001,12486
Wisconsin,2002,12238
Wisconsin,2003,12104
Wisconsin,2004,11548
Wisconsin,2005,13367
Wisconsin,2006,15899
Wisconsin,2007,16330
Wisconsin,2008,15507
Wisconsin,2009,14650
Wisconsin,2010,14167
Wisconsin,2011,14268
Wisconsin,2012,16064
Wisconsin,2013,15961
Wisconsin,2014,16714
Wisconsin,2015,17647
Wisconsin,2016,17679
Wisconsin,2017,18539
Wisconsin,2018,17176
Wisconsin,2019,17070
Wyoming,1960,362
Wyoming,1961,288
Wyoming,1962,156
Wyoming,1963,213
Wyoming,1964,285
Wyoming,1965,257
Wyoming,1966,273
Wyoming,1967,294
Wyoming,1968,278
Wyoming,1969,286
Wyoming,1970,376
Wyoming,1971,532
Wyoming,1972,511
Wyoming,1973,763
Wyoming,1974,519
Wyoming,1975,764
Wyoming,1976,851
Wyoming,1977,978
Wyoming,1978,1189
Wyoming,1979,1579
Wyoming,1980,1841
Wyoming,1981,2116
Wyoming,1982,1527
Wyoming,1983,1219
Wyoming,1984,1237
Wyoming,1985,1307
Wyoming,1986,1486
Wyoming,1987,1387
Wyoming,1988,1479
Wyoming,1989,1227
Wyoming,1990,1367
Wyoming,1991,1427
Wyoming,1992,1489
Wyoming,1993,1345
Wyoming,1994,1297
Wyoming,1995,1220
Wyoming,1996,1201
Wyoming,1997,1225
Wyoming,1998,1191
Wyoming,1999,1115
Wyoming,2000,1316
Wyoming,2001,1272
Wyoming,2002,1364
Wyoming,2003,1314
Wyoming,2004,1163
Wyoming,2005,1172
Wyoming,2006,1307
Wyoming,2007,1344
Wyoming,2008,1330
Wyoming,2009,1196
Wyoming,2010,1117
Wyoming,2011,1245
Wyoming,2012,1161
Wyoming,2013,1195
Wyoming,2014,1142
Wyoming,2015,1302
Wyoming,2016,1430
Wyoming,2017,1376
Wyoming,2018,1226
Wyoming,2019,1258
